Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Packets,Total Length of Packets,Packet Length Max,Packet Length Min,Packet Length Mean,Packet Length Std,Label
10.0.0.17,192.168.6.250,37347,14403,17,0.107765,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.10,192.168.6.33,54157,44020,17,0.107787,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.20,192.168.4.98,56025,57510,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.1,192.168.7.69,44118,31182,17,2e-06,2,760.0,380.0,380.0,380.0,0.0,DrDoS_UDP
10.0.0.18,192.168.8.130,36541,45483,17,0.108033,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.15,192.168.1.24,46392,10626,17,1e-06,2,1004.0,502.0,502.0,502.0,0.0,DrDoS_UDP
192.168.50.6,192.168.0.60,63222,53,17,0.020577,2,64.0,32.0,32.0,32.0,0.0,BENIGN
10.0.0.20,192.168.4.115,44299,1941,17,0.108249,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.13,192.168.4.37,42094,31194,17,0.105708,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.12,192.168.3.12,43470,20105,17,4.9e-05,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.8.1,51032,53,17,0.02063,2,78.0,39.0,39.0,39.0,0.0,BENIGN
10.0.0.1,192.168.7.234,36108,4133,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.13,192.168.8.232,57248,43797,17,0.108598,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.15,192.168.9.25,38425,39384,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.7,192.168.6.187,57334,56863,17,4.7e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.9,192.168.2.215,41069,16272,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.7.221,51032,53,17,0.044724,2,78.0,39.0,39.0,39.0,0.0,BENIGN
10.0.0.9,192.168.1.121,39545,2128,17,0.105092,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.7,192.168.3.93,52134,58606,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.11,192.168.1.242,48361,43013,17,0.0,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.1,192.168.5.80,53448,8317,17,0.0,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.6,192.168.4.39,51696,27791,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.13,192.168.1.47,39510,63741,17,0.109369,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.4,192.168.7.83,34660,46503,17,0.108918,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.4,192.168.9.26,52169,65263,17,0.108594,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.5,192.168.0.147,37211,32367,17,0.107987,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.18,192.168.3.204,42950,33676,17,0.108037,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.11,192.168.2.203,51560,37798,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.13,192.168.4.89,43613,27930,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.5,192.168.8.94,51098,23887,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.2,192.168.7.66,59625,27439,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.8,192.168.1.241,40488,7135,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.2,192.168.8.176,49979,33900,17,4.8e-05,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.12,192.168.0.122,50263,2153,17,0.027971,16,4988.0,349.0,275.0,311.75,33.66798677279849,DrDoS_UDP
192.168.50.6,192.168.8.197,58745,53,17,0.020622,2,78.0,39.0,39.0,39.0,0.0,BENIGN
10.0.0.12,192.168.5.104,34483,62837,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.9.242,58745,53,17,0.056659,2,78.0,39.0,39.0,39.0,0.0,BENIGN
10.0.0.10,192.168.4.220,60626,5319,17,0.107196,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.5,192.168.6.162,55980,55931,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.13,192.168.3.47,34292,7791,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.4,192.168.7.153,47351,52218,17,4.7e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.20,192.168.7.77,56438,54332,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.5.125,57290,443,6,5.997917,14,1317.0,517.0,0.0,94.07142857142856,184.68245690944727,BENIGN
10.0.0.8,192.168.1.146,44999,61385,17,1e-06,2,1036.0,518.0,518.0,518.0,0.0,DrDoS_UDP
192.168.50.6,192.168.4.244,54274,53,17,0.020662,2,78.0,39.0,39.0,39.0,0.0,BENIGN
192.168.50.6,192.168.6.2,57291,443,6,0.151263,15,5628.0,2171.0,0.0,375.19999999999993,643.9313628019681,BENIGN
10.0.0.4,192.168.3.221,47306,57803,17,0.106861,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.1,192.168.9.185,58848,29545,17,0.210022,6,2094.0,394.0,322.0,349.0,35.08845964131227,DrDoS_UDP
10.0.0.14,192.168.4.217,52378,31536,17,0.218419,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.18,192.168.8.43,55685,25955,17,0.106473,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.6,192.168.1.99,63849,53,17,0.020609,2,86.0,43.0,43.0,43.0,0.0,BENIGN
10.0.0.15,192.168.3.136,41339,7184,17,4.7e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.4,192.168.1.176,55640,62647,17,0.107505,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.11,192.168.2.129,54366,25046,17,1e-06,2,730.0,365.0,365.0,365.0,0.0,DrDoS_UDP
10.0.0.18,192.168.2.91,40731,3736,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.11,192.168.0.24,39152,44318,17,0.218445,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
192.168.50.7,192.168.4.120,50250,53,17,0.020703,2,64.0,32.0,32.0,32.0,0.0,BENIGN
192.168.50.6,192.168.9.74,63849,53,17,0.147943,2,86.0,43.0,43.0,43.0,0.0,BENIGN
10.0.0.17,192.168.1.241,55162,48862,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.11,192.168.3.71,47914,52669,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.3.171,61643,53,17,0.020673,2,86.0,43.0,43.0,43.0,0.0,BENIGN
10.0.0.15,192.168.2.209,43645,8331,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.4,192.168.8.68,42272,39907,17,0.211661,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
192.168.50.6,192.168.7.204,52200,53,17,0.02066,2,72.0,36.0,36.0,36.0,0.0,BENIGN
10.0.0.9,192.168.5.32,56649,62112,17,2e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.8,192.168.3.103,56602,22811,17,0.109288,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.18,192.168.5.87,57465,6803,17,0.108801,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.20,192.168.4.70,48248,60821,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.16,192.168.4.11,39531,28198,17,0.107929,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.8,192.168.9.221,49469,59570,17,0.108976,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.10,192.168.3.30,44204,48402,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.6.96,56738,53,17,0.020644,2,76.0,38.0,38.0,38.0,0.0,BENIGN
192.168.50.6,192.168.2.91,57292,80,6,115.368355,31,906.0,442.0,0.0,29.225806451612893,110.19247090959207,BENIGN
10.0.0.19,192.168.5.133,42239,20661,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.6,192.168.7.55,65507,53,17,0.020646,2,76.0,38.0,38.0,38.0,0.0,BENIGN
10.0.0.6,192.168.8.24,35050,8403,17,0.106436,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.1,192.168.2.139,55744,5340,17,0.109125,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.16,192.168.9.102,52317,63038,17,0.218433,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.3,192.168.0.216,37094,25901,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.7,192.168.6.49,56608,11859,17,0.216963,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.4,192.168.1.142,56036,29960,17,0.106677,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.6,192.168.2.240,54254,53,17,0.020604,2,70.0,35.0,35.0,35.0,0.0,BENIGN
10.0.0.13,192.168.0.177,35639,9873,17,2e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.16,192.168.7.144,59635,55045,17,1e-06,2,726.0,363.0,363.0,363.0,0.0,DrDoS_UDP
10.0.0.3,192.168.6.165,51806,44943,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.11,192.168.9.132,44119,26918,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.8,192.168.2.176,50663,35413,17,3e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.14,192.168.1.203,42773,3130,17,0.10419,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.16,192.168.8.44,39217,24926,17,2e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.6,192.168.1.151,57293,443,6,117.392113,26,1834.0,517.0,0.0,70.53846153846152,140.92813225732633,BENIGN
192.168.50.6,192.168.2.88,50934,53,17,0.020608,2,86.0,43.0,43.0,43.0,0.0,BENIGN
10.0.0.9,192.168.2.240,37598,61597,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.10,192.168.1.170,33195,20992,17,0.215212,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.6,192.168.2.196,44147,33371,17,0.105567,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.9,192.168.0.111,59952,22418,17,0.109585,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.6,192.168.9.7,57543,53,17,0.020667,2,76.0,38.0,38.0,38.0,0.0,BENIGN
10.0.0.14,192.168.1.223,52281,21829,17,0.106095,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.4,192.168.1.158,49337,30398,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.10,192.168.6.183,54141,53682,17,0.218172,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
192.168.50.6,192.168.1.194,57294,443,6,117.375831,24,1834.0,517.0,0.0,76.41666666666667,145.32390110330806,BENIGN
10.0.0.1,192.168.3.224,52542,19159,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.2,192.168.6.72,36892,34488,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.10,192.168.8.48,34962,5421,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
