Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Packets,Total Length of Packets,Packet Length Max,Packet Length Min,Packet Length Mean,Packet Length Std,Label
10.0.0.12,192.168.5.237,52228,11544,17,0.10729,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.8,192.168.0.59,49714,53,17,0.020618,2,82.0,41.0,41.0,41.0,0.0,BENIGN
34.225.4.26,192.168.0.121,443,58502,6,0.000157,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.11,192.168.7.36,54997,17321,17,2e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.3,192.168.1.180,41858,41495,17,0.105719,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.2,192.168.3.29,49228,35990,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.1,192.168.9.229,55703,32026,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.3,192.168.6.228,33755,56039,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.6,192.168.4.131,37801,1736,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.5,192.168.3.223,41122,31523,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.14,192.168.5.51,34931,42804,17,0.330065,8,3006.0,401.0,330.0,375.75,29.07502610243269,DrDoS_UDP
10.0.0.11,192.168.1.40,45691,12136,17,2e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.14,192.168.6.119,60418,54803,17,0.986605,20,7242.0,401.0,321.0,362.1,30.127623275169363,DrDoS_UDP
10.0.0.5,192.168.6.99,50277,2589,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.4,192.168.6.98,37031,41550,17,0.217061,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.8,192.168.4.54,37097,2184,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.16,192.168.8.237,51584,21487,17,0.220883,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.8,192.168.8.36,59670,7048,17,0.213929,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.7,192.168.1.139,60021,14315,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
192.168.50.7,192.168.0.178,51021,80,6,0.767564,15,1640.0,436.0,0.0,109.33333333333331,188.18633116699849,BENIGN
10.0.0.5,192.168.3.55,55877,53177,17,0.108929,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.2,192.168.9.232,43235,3756,17,0.105483,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.16,192.168.3.72,38396,32132,17,0.108803,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.7,192.168.0.170,51022,80,6,0.874958,9,1820.0,472.0,0.0,202.22222222222223,240.10715200602507,BENIGN
10.0.0.16,192.168.0.130,53252,10173,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.20,192.168.9.113,46664,22400,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.14,192.168.9.4,42568,6035,17,0.107,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.10,192.168.3.124,49660,45459,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.14,192.168.2.236,34295,39563,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.5,192.168.2.144,55888,48257,17,0.106928,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.1,192.168.9.4,50217,41414,17,0.106862,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.14,192.168.7.75,40033,19935,17,0.105451,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.16,192.168.8.22,34780,1853,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.7,192.168.4.177,51023,80,6,7.163623,2,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.19,192.168.2.207,33693,41833,17,0.240365,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.6,192.168.7.191,59187,33812,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.16,192.168.4.123,36414,30469,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.1,192.168.3.204,41641,47813,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.13,192.168.5.71,57253,4987,17,0.108885,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.19,192.168.2.51,48533,13127,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.11,192.168.4.28,36242,34978,17,4.5e-05,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.13,192.168.8.117,60924,64894,17,0.21854,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
192.168.50.7,192.168.2.180,51024,80,6,7.163611,2,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.50.7,192.168.5.185,51025,80,6,0.202043,9,1724.0,438.0,0.0,191.5555555555556,227.21086632856665,BENIGN
10.0.0.16,192.168.4.156,49939,16591,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.8,192.168.8.142,46996,46143,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.10,192.168.5.181,46814,39892,17,0.105782,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.5,192.168.8.48,39872,8908,17,1e-06,2,924.0,462.0,462.0,462.0,0.0,DrDoS_UDP
192.168.50.7,192.168.8.219,51021,80,6,0.055383,1,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.50.7,192.168.7.2,51026,80,6,0.287861,11,1914.0,543.0,0.0,174.0,244.83749712819724,BENIGN
10.0.0.11,192.168.0.30,51973,14331,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.7,192.168.5.242,51027,80,6,7.158105,2,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.15,192.168.0.203,43070,8629,17,2e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.15,192.168.4.64,41367,10362,17,0.218946,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.19,192.168.2.155,33613,32469,17,0.108556,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.9,192.168.3.204,50864,56734,17,1e-06,2,1002.0,501.0,501.0,501.0,0.0,DrDoS_UDP
10.0.0.16,192.168.9.117,56564,1984,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.11,192.168.1.156,49559,2145,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.15,192.168.1.184,56480,40368,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.12,192.168.2.86,46032,39409,17,4.8e-05,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.4,192.168.8.173,52367,55313,17,0.10652,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.14,192.168.2.216,38494,1672,17,2e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.16,192.168.8.236,39805,27625,17,0.107907,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.19,192.168.2.62,41448,3812,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.18,192.168.4.150,55136,63088,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.3,192.168.4.58,38271,47825,17,0.215832,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.1,192.168.8.45,59568,37749,17,0.219236,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
74.208.236.171,192.168.7.207,80,51021,6,0.000188,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.3,192.168.3.223,36069,52644,17,0.215554,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.16,192.168.3.66,40326,11539,17,0.108606,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.7,192.168.1.232,51022,80,6,0.054762,3,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.3,192.168.5.16,56534,19899,17,0.104048,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.12,192.168.2.149,45073,15703,17,2e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.15,192.168.2.11,45333,9722,17,4.9e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.19,192.168.1.133,58948,7837,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.9,192.168.1.164,51330,25902,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.14,192.168.9.136,41798,13359,17,0.107171,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.7,192.168.8.89,51028,80,6,0.093104,7,852.0,426.0,0.0,121.71428571428572,207.8667155380376,BENIGN
10.0.0.5,192.168.0.98,35270,4824,17,0.110269,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.19,192.168.8.211,59772,32252,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.12,192.168.6.1,59454,20494,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.5,192.168.6.66,40480,16557,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.5,192.168.2.251,41463,52763,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.15,192.168.4.73,56379,29370,17,1e-06,2,974.0,487.0,487.0,487.0,0.0,DrDoS_UDP
10.0.0.11,192.168.7.108,50554,48562,17,4.9e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.12,192.168.2.57,37899,35181,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.19,192.168.3.233,55136,46284,17,2e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.9,192.168.9.89,49316,36771,17,0.218565,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.3,192.168.0.183,47986,17496,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.10,192.168.1.37,58156,56286,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.14,192.168.9.14,45402,30414,17,0.217295,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.10,192.168.4.168,58423,26096,17,0.105848,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.7,192.168.7.238,51029,80,6,0.177889,7,778.0,389.0,0.0,111.14285714285714,189.8125641884897,BENIGN
10.0.0.9,192.168.2.245,49439,59861,17,0.217067,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.3,192.168.6.107,41211,53124,17,0.104122,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.15,192.168.6.214,53530,23941,17,1e-06,2,832.0,416.0,416.0,416.0,0.0,DrDoS_UDP
10.0.0.4,192.168.0.205,42316,34884,17,0.106946,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.15,192.168.6.155,45142,47592,17,4.8e-05,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.7,192.168.0.119,37722,62549,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.9,192.168.8.14,42372,13694,17,0.10798,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.7,192.168.1.19,51025,80,6,0.01798,3,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.3,192.168.8.95,58986,19534,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.20,192.168.9.112,43583,9120,17,0.21691,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.15,192.168.7.71,56141,19689,17,0.214508,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.7,192.168.6.9,34382,43942,17,0.108807,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.4,192.168.9.59,44404,8554,17,0.104112,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.7,192.168.5.158,51028,80,6,0.040041,3,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.7,192.168.8.4,38777,19509,17,0.106556,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.7,192.168.1.173,51030,80,6,6.041265,5,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.50.7,192.168.0.72,51029,80,6,0.05516,3,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.1,192.168.5.27,46405,45234,17,0.103392,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.12,192.168.6.162,34019,48547,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.11,192.168.2.104,44620,9132,17,4.7e-05,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.12,192.168.8.5,48855,61765,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.7,192.168.0.130,51031,80,6,7.121053,2,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.8,192.168.2.226,38958,7860,17,0.215152,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
192.168.50.7,192.168.5.227,50930,443,6,117.169045,14,590.0,157.0,0.0,42.142857142857146,53.44279060950942,BENIGN
10.0.0.3,192.168.6.202,39520,19951,17,0.108195,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.5,192.168.2.199,45591,32053,17,0.106214,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.2,192.168.2.75,50147,42357,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.15,192.168.6.128,43172,37433,17,2e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.8,192.168.9.16,48270,10397,17,0.0,2,772.0,386.0,386.0,386.0,0.0,DrDoS_UDP
192.168.50.7,192.168.5.60,58015,53,17,0.020725,2,64.0,32.0,32.0,32.0,0.0,BENIGN
192.168.50.7,192.168.9.124,61461,53,17,0.020662,2,166.0,83.0,83.0,83.0,0.0,BENIGN
10.0.0.6,192.168.3.210,32942,14328,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.14,192.168.9.228,55390,56155,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.18,192.168.0.75,53734,62716,17,0.217855,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.14,192.168.9.24,37370,30329,17,5.1e-05,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.2,192.168.1.215,60522,32768,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.1,192.168.5.198,59351,47622,17,4.5e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.6,192.168.2.204,58776,34635,17,0.217076,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.20,192.168.7.219,35746,53946,17,0.10871,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.12,192.168.3.128,57088,20738,17,2e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.3,192.168.5.67,43187,59911,17,0.108861,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.7,192.168.0.21,61461,53,17,0.04512,2,166.0,83.0,83.0,83.0,0.0,BENIGN
10.0.0.15,192.168.0.248,59524,50777,17,0.108466,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.15,192.168.8.67,33067,25674,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.7,192.168.7.157,52386,53,17,0.020584,2,166.0,83.0,83.0,83.0,0.0,BENIGN
10.0.0.11,192.168.8.200,59691,40864,17,4.8e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.8,192.168.5.72,49638,50683,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.12,192.168.6.171,45784,51142,17,0.105447,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.1,192.168.7.146,41679,15163,17,0.0,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.13,192.168.3.20,44786,51942,17,0.216927,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.6,192.168.8.134,48546,59961,17,2e-06,2,726.0,363.0,363.0,363.0,0.0,DrDoS_UDP
10.0.0.16,192.168.6.9,45399,7178,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
192.168.50.7,192.168.3.166,50944,443,6,118.124241,91,12548.0,2204.0,0.0,137.89010989010995,348.521813458863,BENIGN
10.0.0.5,192.168.5.180,42770,36012,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.9,192.168.5.202,51432,27177,17,0.106449,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.7,192.168.1.225,61702,53,17,0.020615,2,100.0,50.0,50.0,50.0,0.0,BENIGN
10.0.0.18,192.168.1.162,54812,49919,17,0.108771,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.8,192.168.7.216,44863,48634,17,0.108284,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.11,192.168.2.107,52614,35239,17,0.107737,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
192.168.50.7,192.168.7.173,61702,53,17,0.045914,2,100.0,50.0,50.0,50.0,0.0,BENIGN
10.0.0.6,192.168.5.55,44900,61818,17,4.9e-05,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.15,192.168.8.152,40313,5123,17,0.108899,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.15,192.168.7.187,58350,40314,17,0.104371,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.18,192.168.7.91,35413,61829,17,0.108785,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.3,192.168.0.243,56146,64764,17,4.8e-05,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
192.168.50.7,192.168.0.111,57863,53,17,0.020626,2,64.0,32.0,32.0,32.0,0.0,BENIGN
10.0.0.2,192.168.1.248,52932,45936,17,1e-06,2,802.0,401.0,401.0,401.0,0.0,DrDoS_UDP
10.0.0.6,192.168.2.170,48126,15466,17,0.0,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.14,192.168.0.223,52630,8466,17,0.213796,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.3,192.168.2.83,58618,38526,17,0.218646,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.3,192.168.8.106,37712,55729,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.3,192.168.2.122,52926,59537,17,0.218149,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
10.0.0.3,192.168.4.90,51457,27807,17,0.108136,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.14,192.168.2.91,55261,2672,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
192.168.50.7,192.168.1.208,50947,443,6,116.370786,20,2588.0,947.0,0.0,129.39999999999998,283.6599892013045,BENIGN
192.168.50.7,192.168.5.243,57863,53,17,0.047508,2,64.0,32.0,32.0,32.0,0.0,BENIGN
10.0.0.4,192.168.4.65,37721,13881,17,0.108529,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
192.168.50.7,192.168.1.68,53548,53,17,0.020552,2,64.0,32.0,32.0,32.0,0.0,BENIGN
10.0.0.1,192.168.9.185,51781,8338,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.10,192.168.7.60,38079,64577,17,1e-06,2,766.0,383.0,383.0,383.0,0.0,DrDoS_UDP
10.0.0.15,192.168.5.66,37090,29033,17,1e-06,2,750.0,375.0,375.0,375.0,0.0,DrDoS_UDP
10.0.0.15,192.168.9.119,36737,2345,17,0.106801,4,1398.0,369.0,330.0,349.5,22.516660498395403,DrDoS_UDP
10.0.0.18,192.168.4.206,45890,50672,17,0.105573,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.11,192.168.5.20,53371,37287,17,0.107764,4,1438.0,389.0,330.0,359.5,34.06366588218791,DrDoS_UDP
10.0.0.4,192.168.9.203,51960,37968,17,0.218468,6,2088.0,393.0,321.0,348.0,35.08845964131227,DrDoS_UDP
