Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Packets,Total Length of Packets,Packet Length Max,Packet Length Min,Packet Length Mean,Packet Length Std,Label
192.168.50.8,192.168.0.117,58509,443,6,61.547559,25,2398.0,551.0,0.0,95.92,198.27651567108663,BENIGN
10.0.0.20,192.168.8.240,33704,35959,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.4.75,50491,53,17,0.027299,2,128.0,64.0,64.0,64.0,0.0,BENIGN
10.0.0.16,192.168.8.176,21150,45399,6,2e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.5,192.168.1.109,20408,52788,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.4,192.168.6.48,11186,39537,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.11,192.168.9.34,63806,3390,6,113.308323,14,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.5.53,64527,53,17,0.020674,2,116.0,58.0,58.0,58.0,0.0,BENIGN
10.0.0.19,192.168.7.100,11795,57737,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.19,192.168.5.18,27107,60391,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.10,192.168.2.231,64339,24063,6,5e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.6,192.168.5.220,48226,32354,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.2,192.168.7.3,62192,62192,6,104.234075,12,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.16,192.168.8.196,30422,44788,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.0.142,58510,80,6,5.203823,5,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.2,192.168.2.119,51813,27096,6,0.000102,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.10,192.168.0.120,63266,49895,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.2,192.168.1.125,45918,8731,6,4.6e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.9.13,61943,23379,6,0.000101,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.15,192.168.6.249,27555,44706,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.10,192.168.5.113,44839,43522,6,4.921325,4,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.3,192.168.2.169,23017,5617,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.9.87,58499,443,6,1e-06,2,31.0,31.0,0.0,15.5,21.92031021678297,BENIGN
10.0.0.6,192.168.8.43,13178,22076,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.12,192.168.8.127,60372,8694,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.3,192.168.3.18,50461,60809,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.7.86,11154,11154,6,102.000012,18,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.13,192.168.7.141,568,602,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.18,192.168.2.173,27140,17595,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.20,192.168.9.88,35661,48874,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.14,192.168.2.170,54261,36646,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.6.215,58511,443,6,6.726836,14,3104.0,693.0,0.0,221.7142857142857,282.95186559158475,BENIGN
10.0.0.16,192.168.3.55,26074,15381,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.2,192.168.0.253,768,276,6,2e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.17,192.168.3.235,47880,34061,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.8,192.168.5.198,24278,51430,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
172.217.10.74,192.168.0.40,443,58499,6,0.001073,3,76.0,38.0,0.0,25.333333333333336,21.939310229205777,BENIGN
10.0.0.13,192.168.0.148,57149,57149,6,108.854544,18,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.9.170,58512,443,6,60.876177,27,4268.0,1485.0,0.0,158.07407407407405,406.7758715639482,BENIGN
10.0.0.7,192.168.7.134,43244,26635,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.9.214,58513,443,6,60.878434,27,4242.0,1472.0,0.0,157.1111111111111,403.51554477094805,BENIGN
192.168.50.8,192.168.0.152,63894,53,17,0.020645,2,118.0,59.0,59.0,59.0,0.0,BENIGN
10.0.0.4,192.168.0.170,26564,49319,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.8,192.168.9.53,53996,53996,6,100.029771,12,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.5.106,53789,28752,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.7.165,58506,443,6,1e-06,2,31.0,31.0,0.0,15.5,21.92031021678297,BENIGN
192.168.50.8,192.168.5.247,55656,53,17,0.020641,2,118.0,59.0,59.0,59.0,0.0,BENIGN
10.0.0.20,192.168.7.88,38027,2580,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.15,192.168.5.49,64895,49133,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.16,192.168.7.88,50495,20758,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.16,192.168.7.163,20449,57074,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.5.89,58514,443,6,5.997282,14,1317.0,517.0,0.0,94.07142857142856,184.68245690944727,BENIGN
10.0.0.17,192.168.3.206,46637,46637,6,90.860618,10,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.20,192.168.6.105,41503,9133,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.1,192.168.9.224,39628,39628,6,105.927289,12,0.0,0.0,0.0,0.0,0.0,Syn
172.217.10.74,192.168.9.62,443,58506,6,0.000236,3,76.0,38.0,0.0,25.333333333333336,21.939310229205777,BENIGN
10.0.0.12,192.168.8.13,841,330,6,93.513508,16,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.16,192.168.4.220,53060,42738,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.15,192.168.5.61,21469,35404,6,5.1e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.3.80,58515,443,6,115.946358,38,3371.0,789.0,0.0,88.71052631578951,215.4402040191747,BENIGN
10.0.0.19,192.168.9.108,63741,63741,6,108.039852,16,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.7.131,63881,53,17,0.020615,2,106.0,53.0,53.0,53.0,0.0,BENIGN
192.168.50.8,192.168.9.12,60039,53,17,0.020608,2,106.0,53.0,53.0,53.0,0.0,BENIGN
10.0.0.5,192.168.6.178,44299,52506,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.253,192.168.1.212,0,0,0,114.606339,52,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.2,192.168.6.125,44532,52669,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.18,192.168.1.108,64360,45645,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.1,192.168.7.93,33806,9696,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.8.88,59357,53,17,0.065428,2,62.0,31.0,31.0,31.0,0.0,BENIGN
192.168.50.8,192.168.0.224,49682,53,17,0.064932,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.17,192.168.5.232,23731,39414,6,0.000129,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.7.140,60796,53,17,0.02067,2,50.0,25.0,25.0,25.0,0.0,BENIGN
10.0.0.4,192.168.0.97,58101,58922,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.15,192.168.8.230,58149,51622,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.1,192.168.0.177,57006,18999,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.3,192.168.8.22,61118,8657,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.15,192.168.5.6,50376,15752,6,5.4e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.13,192.168.4.101,60644,37863,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.6.85,23904,20045,6,0.000125,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.12,192.168.6.25,54732,33096,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.9.221,52982,53,17,0.020574,2,50.0,25.0,25.0,25.0,0.0,BENIGN
192.168.50.8,192.168.6.241,51899,53,17,0.020541,2,50.0,25.0,25.0,25.0,0.0,BENIGN
10.0.0.2,192.168.2.225,27029,58812,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.4,192.168.2.127,17108,53241,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.5.138,55070,53,17,0.112577,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.13,192.168.9.7,54567,58206,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.5.209,60519,53,17,0.020678,2,62.0,31.0,31.0,31.0,0.0,BENIGN
192.168.50.8,192.168.9.138,57291,53,17,0.020704,2,66.0,33.0,33.0,33.0,0.0,BENIGN
10.0.0.16,192.168.2.232,52283,17026,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.8,192.168.3.204,27828,65119,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.18,192.168.8.132,60420,18430,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.1.171,61952,53,17,0.020553,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.7,192.168.0.20,48341,24965,6,4.8e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.3.103,55507,53,17,0.020676,2,82.0,41.0,41.0,41.0,0.0,BENIGN
10.0.0.10,192.168.0.21,38446,30093,6,2.594562,4,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.6.26,51926,53,17,0.020675,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.2,192.168.3.135,10581,27986,6,6.4e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.7,192.168.0.240,10488,14275,6,4.7e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.12,192.168.2.155,61184,11173,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.1,192.168.0.41,63425,63425,6,99.41477,16,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.8,192.168.2.136,11306,21884,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.1,192.168.7.3,11362,55037,6,8.2e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.5,192.168.7.156,62384,62384,6,83.589184,12,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.13,192.168.9.67,64708,52753,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.5,192.168.0.208,15203,27265,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.19,192.168.2.207,10566,47569,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.17,192.168.6.53,60608,53761,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.11,192.168.4.143,48943,39870,6,7.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.12,192.168.3.36,48454,48454,6,103.656258,18,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.7,192.168.6.152,62941,59080,6,5.1e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.5,192.168.7.211,42506,49849,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.4,192.168.8.181,18698,13387,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.1,192.168.1.197,52816,9147,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.3.170,50226,53,17,0.020512,2,82.0,41.0,41.0,41.0,0.0,BENIGN
10.0.0.2,192.168.4.192,60286,11506,6,0.000101,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.15,192.168.8.150,63505,31306,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.15,192.168.4.199,39309,27654,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.17,192.168.0.147,42253,17146,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.2.142,58780,53,17,0.020634,2,68.0,34.0,34.0,34.0,0.0,BENIGN
10.0.0.9,192.168.0.74,48583,27475,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.2,192.168.6.182,37193,47344,6,2e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.4,192.168.9.196,64329,59155,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.18,192.168.0.33,45464,28385,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.1,192.168.0.217,62956,35547,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.3,192.168.6.84,6290,27448,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.19,192.168.2.102,62267,55657,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.8.82,53653,53,17,0.020577,2,90.0,45.0,45.0,45.0,0.0,BENIGN
10.0.0.14,192.168.1.234,33285,30136,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.6,192.168.9.82,41858,65201,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.1,192.168.2.40,11510,50703,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.5,192.168.7.29,51712,25163,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.6,192.168.4.210,8708,61399,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.2.13,54518,54518,6,72.724267,10,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.6.45,59015,53,17,0.020634,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.4,192.168.1.110,64340,3924,6,101.400898,16,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.18,192.168.4.139,63810,57215,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.18,192.168.8.74,49936,55588,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.6.222,51316,53,17,0.020613,2,90.0,45.0,45.0,45.0,0.0,BENIGN
10.0.0.11,192.168.6.131,54625,51614,6,7.4e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.11,192.168.9.232,5918,40103,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.11,192.168.1.143,30508,2889,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.17,192.168.9.64,13530,64418,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.19,192.168.8.5,63321,52776,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.6.127,58202,53,17,0.020654,2,62.0,31.0,31.0,31.0,0.0,BENIGN
10.0.0.1,192.168.1.114,718,198,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.0.108,27108,27108,6,97.75381,14,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.20,192.168.2.33,14654,14654,6,109.809491,14,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.8,192.168.0.138,6171,33094,6,5.1e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.8,192.168.1.131,24394,29547,6,5.2e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.254,192.168.2.208,0,0,0,114.055979,39,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.19,192.168.1.109,49796,54180,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.10,192.168.4.196,38487,64115,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.6.60,58476,80,6,0.040842,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.17,192.168.5.146,9042,48809,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
172.217.10.2,192.168.9.230,80,58476,6,0.000187,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.19,192.168.3.196,61423,21123,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.7,192.168.5.184,59056,3808,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.5.223,64961,53,17,0.020658,2,82.0,41.0,41.0,41.0,0.0,BENIGN
10.0.0.17,192.168.8.131,60419,49104,6,2e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.2.194,58510,80,6,0.041058,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.2,192.168.2.253,64026,30175,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.6,192.168.0.172,48899,16160,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.4,192.168.4.43,23365,64332,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.3,192.168.6.13,56797,15632,6,0.0,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.15,192.168.1.201,45783,14718,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.16,192.168.0.249,15492,37061,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.13,192.168.3.206,5813,35627,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.18,192.168.3.80,63624,60758,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.2,192.168.8.225,8499,57363,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.14,192.168.5.68,32469,32469,6,98.353194,16,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.20,192.168.0.209,32207,29051,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.2.172,47666,24520,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.1.32,58488,443,6,1e-06,2,31.0,31.0,0.0,15.5,21.92031021678297,BENIGN
23.194.142.213,192.168.0.115,443,58488,6,3e-06,3,62.0,31.0,0.0,20.666666666666664,17.8978583448784,BENIGN
23.194.142.213,192.168.7.175,443,58488,6,0.000166,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.11,192.168.1.151,16892,52096,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.3,192.168.2.84,26664,30380,6,4.8e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
172.217.12.206,192.168.9.70,80,58510,6,0.000159,1,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.3,192.168.6.223,63040,59392,6,4.9e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.10,192.168.6.74,58003,56146,6,4.8e-05,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.13,192.168.9.37,64797,53418,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.7,192.168.3.22,51020,22,6,9.027947,6,0.0,0.0,0.0,0.0,0.0,BENIGN
10.0.0.1,192.168.8.89,12518,40834,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.11,192.168.8.150,22436,16508,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.18,192.168.6.133,63275,2859,6,100.222927,16,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.19,192.168.5.89,54122,6059,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.8,192.168.2.58,58514,443,6,1e-06,2,31.0,31.0,0.0,15.5,21.92031021678297,BENIGN
10.0.0.7,192.168.6.128,34782,34782,6,85.671757,10,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.7.30,56795,3711,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.17,192.168.4.135,23084,13887,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
54.223.63.225,192.168.6.50,443,58514,6,3e-06,3,62.0,31.0,0.0,20.666666666666664,17.8978583448784,BENIGN
10.0.0.14,192.168.5.202,24893,8184,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.17,192.168.3.243,27777,52164,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.3,192.168.8.63,48494,55606,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
54.223.63.225,192.168.7.170,443,58514,6,0.000152,1,0.0,0.0,0.0,0.0,0.0,BENIGN
8.43.72.47,192.168.7.141,443,58511,6,0.000326,1,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.50.8,192.168.2.138,58511,443,6,1e-06,2,53.0,53.0,0.0,26.5,37.476659402887016,BENIGN
10.0.0.9,192.168.4.134,25243,58637,6,2e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.5,192.168.0.95,16646,51576,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
8.43.72.47,192.168.0.121,443,58511,6,3e-06,2,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.50.8,192.168.8.45,62214,53,17,0.020662,2,86.0,43.0,43.0,43.0,0.0,BENIGN
192.168.50.7,192.168.0.203,50655,443,6,112.340211,13,338.0,46.0,0.0,26.0,22.041627284148817,BENIGN
192.168.50.8,192.168.6.109,52794,53,17,0.020681,2,82.0,41.0,41.0,41.0,0.0,BENIGN
10.0.0.14,192.168.1.245,41285,21649,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.4,192.168.9.97,43066,31786,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.12,192.168.3.150,50056,61319,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.8,192.168.1.242,22220,39700,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.9,192.168.0.126,65057,48625,6,1e-06,2,0.0,0.0,0.0,0.0,0.0,Syn
10.0.0.3,192.168.3.38,31100,21651,6,0.000101,2,0.0,0.0,0.0,0.0,0.0,Syn
192.168.50.1,192.168.8.47,46873,53,17,0.020662,2,90.0,45.0,45.0,45.0,0.0,BENIGN
